model_family,dataset,baseline_run_id,baseline_accuracy,baseline_format_failure_rate,relation,pool,k,status,run_id,accuracy,format_failure_rate,delta_vs_single_turn_k0,result_json_path
qwen25,gpqa,run-20260317T072913Z-673904be,0.203125,0.22321428571428573,baseline,,0,complete,run-20260317T072913Z-673904be,0.203125,0.22321428571428573,0.0,results/runs/qwen25_1p5b_gpqa_single_turn_pool_thinking_False__673904be7dbf5a40/run-20260317T072913Z-673904be.json
qwen25,gpqa,run-20260317T072913Z-673904be,0.203125,0.22321428571428573,same_domain,correct,2,complete,run-20260318T143753Z-6778d9f3,0.2857142857142857,0.0,0.0825892857142857,results/runs/qwen25_1p5b_gpqa_stored_same_domain_correct_thinking_off_k2__6778d9f31615f07a/run-20260318T143753Z-6778d9f3.json
qwen25,gpqa,run-20260317T072913Z-673904be,0.203125,0.22321428571428573,same_domain,correct,4,complete,run-20260318T143759Z-3095f5a6,0.29017857142857145,0.0,0.08705357142857145,results/runs/qwen25_1p5b_gpqa_stored_same_domain_correct_thinking_off_k4__3095f5a6044fc4ca/run-20260318T143759Z-3095f5a6.json
qwen25,gpqa,run-20260317T072913Z-673904be,0.203125,0.22321428571428573,same_domain,correct,8,complete,run-20260318T143850Z-ee94d5be,0.2700892857142857,0.0,0.0669642857142857,results/runs/qwen25_1p5b_gpqa_stored_same_domain_correct_thinking_off_k8__ee94d5be5555b834/run-20260318T143850Z-ee94d5be.json
qwen25,gpqa,run-20260317T072913Z-673904be,0.203125,0.22321428571428573,same_domain,correct,16,complete,run-20260318T143847Z-c773e76a,0.27232142857142855,0.0,0.06919642857142855,results/runs/qwen25_1p5b_gpqa_stored_same_domain_correct_thinking_off_k16__c773e76abd4c2ec4/run-20260318T143847Z-c773e76a.json
qwen25,gpqa,run-20260317T072913Z-673904be,0.203125,0.22321428571428573,same_domain,incorrect,2,complete,run-20260318T143826Z-4d33b52a,0.29910714285714285,0.0,0.09598214285714285,results/runs/qwen25_1p5b_gpqa_stored_same_domain_incorrect_thinking_off_k2__4d33b52a7cc5dedc/run-20260318T143826Z-4d33b52a.json
qwen25,gpqa,run-20260317T072913Z-673904be,0.203125,0.22321428571428573,same_domain,incorrect,4,complete,run-20260318T143918Z-62bad28e,0.3080357142857143,0.0,0.1049107142857143,results/runs/qwen25_1p5b_gpqa_stored_same_domain_incorrect_thinking_off_k4__62bad28ef66c5b89/run-20260318T143918Z-62bad28e.json
qwen25,gpqa,run-20260317T072913Z-673904be,0.203125,0.22321428571428573,same_domain,incorrect,8,complete,run-20260318T144015Z-6660aa7f,0.28348214285714285,0.0,0.08035714285714285,results/runs/qwen25_1p5b_gpqa_stored_same_domain_incorrect_thinking_off_k8__6660aa7f3bf7db77/run-20260318T144015Z-6660aa7f.json
qwen25,gpqa,run-20260317T072913Z-673904be,0.203125,0.22321428571428573,same_domain,incorrect,16,complete,run-20260318T143929Z-a5a8a08f,0.2924107142857143,0.0,0.0892857142857143,results/runs/qwen25_1p5b_gpqa_stored_same_domain_incorrect_thinking_off_k16__a5a8a08f35adc180/run-20260318T143929Z-a5a8a08f.json
qwen25,gpqa,run-20260317T072913Z-673904be,0.203125,0.22321428571428573,same_domain_other_dataset,correct,2,complete,run-20260318T144027Z-3e3370db,0.265625,0.0,0.0625,results/runs/qwen25_1p5b_gpqa_stored_same_domain_other_dataset_correct_thinking_off_k2__3e3370dbb1d36d2c/run-20260318T144027Z-3e3370db.json
qwen25,gpqa,run-20260317T072913Z-673904be,0.203125,0.22321428571428573,same_domain_other_dataset,correct,4,complete,run-20260318T144049Z-dd29f60f,0.265625,0.0,0.0625,results/runs/qwen25_1p5b_gpqa_stored_same_domain_other_dataset_correct_thinking_off_k4__dd29f60fd883d148/run-20260318T144049Z-dd29f60f.json
qwen25,gpqa,run-20260317T072913Z-673904be,0.203125,0.22321428571428573,same_domain_other_dataset,correct,8,complete,run-20260318T144056Z-4ab5816b,0.27901785714285715,0.0,0.07589285714285715,results/runs/qwen25_1p5b_gpqa_stored_same_domain_other_dataset_correct_thinking_off_k8__4ab5816baf404d05/run-20260318T144056Z-4ab5816b.json
qwen25,gpqa,run-20260317T072913Z-673904be,0.203125,0.22321428571428573,same_domain_other_dataset,correct,16,complete,run-20260318T144011Z-25365350,0.29464285714285715,0.0,0.09151785714285715,results/runs/qwen25_1p5b_gpqa_stored_same_domain_other_dataset_correct_thinking_off_k16__25365350d4bf41ec/run-20260318T144011Z-25365350.json
qwen25,gpqa,run-20260317T072913Z-673904be,0.203125,0.22321428571428573,same_domain_other_dataset,incorrect,2,complete,run-20260318T144121Z-a0644b8a,0.27901785714285715,0.0,0.07589285714285715,results/runs/qwen25_1p5b_gpqa_stored_same_domain_other_dataset_incorrect_thinking_off_k2__a0644b8a32f0efaf/run-20260318T144121Z-a0644b8a.json
qwen25,gpqa,run-20260317T072913Z-673904be,0.203125,0.22321428571428573,same_domain_other_dataset,incorrect,4,complete,run-20260318T144137Z-46382663,0.2767857142857143,0.0,0.0736607142857143,results/runs/qwen25_1p5b_gpqa_stored_same_domain_other_dataset_incorrect_thinking_off_k4__46382663b152cf51/run-20260318T144137Z-46382663.json
qwen25,gpqa,run-20260317T072913Z-673904be,0.203125,0.22321428571428573,same_domain_other_dataset,incorrect,8,complete,run-20260318T144143Z-e035897f,0.2700892857142857,0.0,0.0669642857142857,results/runs/qwen25_1p5b_gpqa_stored_same_domain_other_dataset_incorrect_thinking_off_k8__e035897f0590c378/run-20260318T144143Z-e035897f.json
qwen25,gpqa,run-20260317T072913Z-673904be,0.203125,0.22321428571428573,same_domain_other_dataset,incorrect,16,complete,run-20260318T144105Z-43fda9b2,0.26339285714285715,0.0,0.06026785714285715,results/runs/qwen25_1p5b_gpqa_stored_same_domain_other_dataset_incorrect_thinking_off_k16__43fda9b2a9e2933b/run-20260318T144105Z-43fda9b2.json
qwen25,gpqa,run-20260317T072913Z-673904be,0.203125,0.22321428571428573,cross_domain,correct,2,complete,run-20260318T143624Z-509f7cec,0.28348214285714285,0.002232142857142857,0.08035714285714285,results/runs/qwen25_1p5b_gpqa_stored_cross_domain_correct_thinking_off_k2__509f7cec188bc685/run-20260318T143624Z-509f7cec.json
qwen25,gpqa,run-20260317T072913Z-673904be,0.203125,0.22321428571428573,cross_domain,correct,4,complete,run-20260318T143623Z-5b0b1ec1,0.26339285714285715,0.011160714285714286,0.06026785714285715,results/runs/qwen25_1p5b_gpqa_stored_cross_domain_correct_thinking_off_k4__5b0b1ec120c5aeaf/run-20260318T143623Z-5b0b1ec1.json
qwen25,gpqa,run-20260317T072913Z-673904be,0.203125,0.22321428571428573,cross_domain,correct,8,complete,run-20260318T143628Z-3aa54d63,0.28125,0.011160714285714286,0.078125,results/runs/qwen25_1p5b_gpqa_stored_cross_domain_correct_thinking_off_k8__3aa54d6343aab826/run-20260318T143628Z-3aa54d63.json
qwen25,gpqa,run-20260317T072913Z-673904be,0.203125,0.22321428571428573,cross_domain,correct,16,complete,run-20260318T143607Z-04ec5e54,0.25,0.008928571428571428,0.046875,results/runs/qwen25_1p5b_gpqa_stored_cross_domain_correct_thinking_off_k16__04ec5e54bb976493/run-20260318T143607Z-04ec5e54.json
qwen25,gpqa,run-20260317T072913Z-673904be,0.203125,0.22321428571428573,cross_domain,incorrect,2,complete,run-20260318T143651Z-26ef0b5e,0.26785714285714285,0.004464285714285714,0.06473214285714285,results/runs/qwen25_1p5b_gpqa_stored_cross_domain_incorrect_thinking_off_k2__26ef0b5e9a4451a9/run-20260318T143651Z-26ef0b5e.json
qwen25,gpqa,run-20260317T072913Z-673904be,0.203125,0.22321428571428573,cross_domain,incorrect,4,complete,run-20260318T143700Z-0f47116e,0.25,0.006696428571428571,0.046875,results/runs/qwen25_1p5b_gpqa_stored_cross_domain_incorrect_thinking_off_k4__0f47116e89617706/run-20260318T143700Z-0f47116e.json
qwen25,gpqa,run-20260317T072913Z-673904be,0.203125,0.22321428571428573,cross_domain,incorrect,8,complete,run-20260318T143729Z-ccdca56d,0.2700892857142857,0.002232142857142857,0.0669642857142857,results/runs/qwen25_1p5b_gpqa_stored_cross_domain_incorrect_thinking_off_k8__ccdca56ddcd64aec/run-20260318T143729Z-ccdca56d.json
qwen25,gpqa,run-20260317T072913Z-673904be,0.203125,0.22321428571428573,cross_domain,incorrect,16,complete,run-20260318T143711Z-76c4efad,0.24776785714285715,0.013392857142857142,0.04464285714285715,results/runs/qwen25_1p5b_gpqa_stored_cross_domain_incorrect_thinking_off_k16__76c4efad72a36831/run-20260318T143711Z-76c4efad.json
qwen25,gsm8k,run-20260317T075659Z-c4421795,0.5299469294920395,0.052312357846853674,baseline,,0,complete,run-20260317T075659Z-c4421795,0.5299469294920395,0.052312357846853674,0.0,results/runs/qwen25_1p5b_gsm8k_single_turn_pool_thinking_False__c4421795550ca28a/run-20260317T075659Z-c4421795.json
qwen25,gsm8k,run-20260317T075659Z-c4421795,0.5299469294920395,0.052312357846853674,same_domain,correct,2,complete,run-20260318T144631Z-3b2f10ed,0.09476876421531463,0.0,-0.4351781652767248,results/runs/qwen25_1p5b_gsm8k_stored_same_domain_correct_thinking_off_k2__3b2f10ed10adbef7/run-20260318T144631Z-3b2f10ed.json
qwen25,gsm8k,run-20260317T075659Z-c4421795,0.5299469294920395,0.052312357846853674,same_domain,correct,4,complete,run-20260318T144708Z-c9df2212,0.09021986353297953,0.0,-0.43972706595905997,results/runs/qwen25_1p5b_gsm8k_stored_same_domain_correct_thinking_off_k4__c9df221237b60640/run-20260318T144708Z-c9df2212.json
qwen25,gsm8k,run-20260317T075659Z-c4421795,0.5299469294920395,0.052312357846853674,same_domain,correct,8,complete,run-20260318T144723Z-4485c9f4,0.0932524639878696,0.0,-0.4366944655041699,results/runs/qwen25_1p5b_gsm8k_stored_same_domain_correct_thinking_off_k8__4485c9f47a6b8ae5/run-20260318T144723Z-4485c9f4.json
qwen25,gsm8k,run-20260317T075659Z-c4421795,0.5299469294920395,0.052312357846853674,same_domain,correct,16,complete,run-20260318T144724Z-7463c5c7,0.10159211523881728,0.0,-0.4283548142532222,results/runs/qwen25_1p5b_gsm8k_stored_same_domain_correct_thinking_off_k16__7463c5c793e21346/run-20260318T144724Z-7463c5c7.json
qwen25,gsm8k,run-20260317T075659Z-c4421795,0.5299469294920395,0.052312357846853674,same_domain,incorrect,2,complete,run-20260318T144840Z-8aa47ae2,0.10614101592115238,0.0,-0.4238059135708871,results/runs/qwen25_1p5b_gsm8k_stored_same_domain_incorrect_thinking_off_k2__8aa47ae275fadeec/run-20260318T144840Z-8aa47ae2.json
